structure_candidate_id,candidate_generation_version,group,pattern_type,feature_atom_ids,threshold_ids,lookback_days,profile_window_bucket,sequence_lag_days,dedup_gap_days,profile_definition,action_time_definition,trigger_date_policy,background_control_policy,formula_hash,config_row_hash,feature,operator,threshold,required_days,observable_trigger_rule,max_lag_days,first_trigger_only_flag,raw_feature_list,shared_feature_family
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,persistence,acceleration_ret1d,0602d7c813,3,build_window,0,20,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,91016f0c008ef9d3,06b40825bafa2b86,return1d,>=,0.05,3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,0,True,return1d,acceleration
r02v2_momentum_persistence_persistence_5a4bd9_368191_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,5,build_window,0,20,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=build_window,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,bc2aac1500b92f49,a452ad760bd18d01,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=build_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,3,continuation_window,0,20,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=continuation_window,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,c6d316b93f133782,fb36ba67dda6d01d,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=continuation_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,5,continuation_window,0,20,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=continuation_window,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,8c695613a8bf6597,d9c994a8be3974ab,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=continuation_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,3,full_window,0,20,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=full_window,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,bb98c93dbf2d152e,38ce66f88fa063e0,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=full_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,5,full_window,0,20,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=full_window,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,522e53744b83c7df,0b9b031bb6ec1d71,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=full_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_368191_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,3,early_window,0,20,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=early_window,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,dafc9a7f0cb3beff,192bd92270693d61,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=3; required_days=3; window=early_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_368191_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,36819111cf,5,early_window,0,20,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=early_window,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,0a57046a954d9277,db5ba52b7f671580,ret5_asof,>=,0.08,3,ret5_asof >= 0.08; rolling_days=5; required_days=3; window=early_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,3,build_window,0,20,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=build_window,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,77a50f72f687337f,2dc72b1ebba27e5d,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=build_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,5,build_window,0,20,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=build_window,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,cd6b89c49995548c,499a1dba5a03426b,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=build_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,3,continuation_window,0,20,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=continuation_window,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,bde9b634201d3005,c3c6316ef69303c2,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=continuation_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,5,continuation_window,0,20,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=continuation_window,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,a837c12d8d70d9ce,b96f0337beffe6c5,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=continuation_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,3,full_window,0,20,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=full_window,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,4f04f12a65651b54,2307347d29ef02a3,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=full_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,5,full_window,0,20,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=full_window,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,dada8b97270acde8,bc28a64520367503,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=full_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,3,early_window,0,20,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=early_window,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,6b455472fe8c8cb3,a1d1acb55180cdf7,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=3; required_days=3; window=early_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_5a4bd9_773a15_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret5,773a15ec53,5,early_window,0,20,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=early_window,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,9909575305ac61e9,461e79917c6dcca8,ret5_asof,>=,0.03,3,ret5_asof >= 0.03; rolling_days=5; required_days=3; window=early_window,0,True,ret5_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,3,build_window,0,20,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=build_window,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,9d10bdedbcd56fff,a70116b46ac3f122,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=build_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,5,build_window,0,20,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=build_window,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,828ed6d6e5994ce7,a7ea738f95b99399,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=build_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,3,continuation_window,0,20,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=continuation_window,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,d166a08fbe8b8f45,dd36314520cca0c6,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=continuation_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,5,continuation_window,0,20,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=continuation_window,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,c863fe87681cf807,a6d48da77aed094a,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=continuation_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,3,full_window,0,20,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=full_window,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,15a353a3c5affdd0,9d86243b6355ac4a,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=full_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,5,full_window,0,20,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=full_window,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,91ab8b4f038195ff,256f70fb7b2e1fd9,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=full_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,3,early_window,0,20,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=early_window,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,967bce0f47255439,88a6095855334170,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=3; required_days=3; window=early_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_14be4b_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,14be4b45f1,5,early_window,0,20,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=early_window,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,6cfe927d5179d535,259164ad3862653f,ret20_asof,>=,0.1,3,ret20_asof >= 0.1; rolling_days=5; required_days=3; window=early_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,3,build_window,0,20,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=build_window,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,dca2dc3a4aa7e31b,a7264cf0786f19c8,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=build_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,5,build_window,0,20,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=build_window,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,806112070237d400,a7e9a27f527ec9a6,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=build_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,3,continuation_window,0,20,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=continuation_window,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,2d5c8f1ca6d3c19f,a9ed3b04db70c6ea,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=continuation_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,5,continuation_window,0,20,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=continuation_window,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,566aab7c10c2ccb4,1ab59d1377424717,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=continuation_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,3,full_window,0,20,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=full_window,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,36e144f14089b200,a4e3813f265b3dd7,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=full_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,5,full_window,0,20,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=full_window,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,84562e9bd91c8dc5,4b604a68c89b833f,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=full_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,3,early_window,0,20,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=early_window,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,0cc96ceea1f882fa,67660b1abd91e93b,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=3; required_days=3; window=early_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_44896b_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,44896b0936,5,early_window,0,20,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=early_window,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,0f296368e2188de9,02404ec3c160c302,ret20_asof,>=,0.2,3,ret20_asof >= 0.2; rolling_days=5; required_days=3; window=early_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_7932a0_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,7932a07a8c,3,build_window,0,20,ret20_asof >= 0.15; rolling_days=3; required_days=3; window=build_window,ret20_asof >= 0.15; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,913250a41cad2566,d8499d82c9f69f43,ret20_asof,>=,0.15,3,ret20_asof >= 0.15; rolling_days=3; required_days=3; window=build_window,0,True,ret20_asof,momentum
r02v2_momentum_persistence_persistence_abbef9_7932a0_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,momentum_persistence,persistence,mom_ret20,7932a07a8c,5,build_window,0,20,ret20_asof >= 0.15; rolling_days=5; required_days=3; window=build_window,ret20_asof >= 0.15; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,2de8f6bdf2868b43,0f286c789a1090cd,ret20_asof,>=,0.15,3,ret20_asof >= 0.15; rolling_days=5; required_days=3; window=build_window,0,True,ret20_asof,momentum
